2026-04-18 22:59:32,469 | INFO | main | Autosahayak 2.0 started
2026-04-18 23:23:01,345 | INFO | main | Autosahayak 2.0 stopped
2026-04-18 23:27:22,378 | INFO | main | Loaded demo data for Autosahayak 2.0
2026-04-18 23:27:22,383 | INFO | main | Autosahayak 2.0 started
2026-04-18 23:27:22,606 | INFO | services.reminder_service | [Reminder] Deadline 'File additional affidavit' is due on 2026-04-19T13:57:22.249206 for aarav.sharma@example.com.
2026-04-18 23:32:04,433 | INFO | main | Autosahayak 2.0 stopped
2026-04-18 23:32:31,304 | INFO | main | Autosahayak 2.0 started
2026-04-18 23:39:59,178 | INFO | main | Autosahayak 2.0 stopped
2026-04-18 23:40:27,405 | INFO | main | Autosahayak 2.0 started
2026-04-19 01:01:05,129 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 01:04:05,921 | INFO | main | Autosahayak 2.0 started
2026-04-19 01:04:37,125 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 01:05:39,809 | INFO | main | Autosahayak 2.0 started
2026-04-19 01:07:39,923 | INFO | main | Autosahayak 2.0 started
2026-04-19 01:15:29,164 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 01:15:56,951 | INFO | main | Autosahayak 2.0 started
2026-04-19 01:55:32,487 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 429 Too Many Requests"
2026-04-19 01:55:32,491 | INFO | openai._base_client | Retrying request to /responses in 0.375094 seconds
2026-04-19 01:55:33,816 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 429 Too Many Requests"
2026-04-19 01:55:33,818 | INFO | openai._base_client | Retrying request to /responses in 0.482031 seconds
2026-04-19 01:55:40,349 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 429 Too Many Requests"
2026-04-19 01:55:40,352 | INFO | openai._base_client | Retrying request to /responses in 0.805292 seconds
2026-04-19 01:55:40,676 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 429 Too Many Requests"
2026-04-19 01:55:40,678 | INFO | openai._base_client | Retrying request to /responses in 0.847503 seconds
2026-04-19 01:55:46,547 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 429 Too Many Requests"
2026-04-19 01:55:46,980 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 429 Too Many Requests"
2026-04-19 02:12:40,491 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:12:59,225 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:13:24,750 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:14:11,143 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:14:19,765 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:21:41,786 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:21:46,387 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:23:20,679 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:23:24,841 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:29:54,443 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:31:27,291 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:31:50,049 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:32:15,241 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:35:45,422 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:36:06,454 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:36:16,323 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:40:43,751 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:41:04,110 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:46:14,749 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:52:06,370 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:52:10,711 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:53:25,442 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:53:33,277 | INFO | main | Autosahayak 2.0 started
2026-04-19 02:54:09,916 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 02:54:17,784 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:01:02,946 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:07:21,225 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:08:04,851 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:19:36,615 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:19:36,615 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:19:44,319 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:19:44,346 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:20:58,435 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:21:12,710 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:25:01,311 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:25:01,387 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:25:16,090 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:25:16,255 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:25:49,477 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:25:49,539 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:25:53,795 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:27:41,575 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:27:41,883 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:27:54,793 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:27:54,863 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:27:55,001 | INFO | main | Autosahayak 2.0 stopped
2026-04-19 03:28:54,156 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:28:54,265 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:28:54,895 | INFO | main | Autosahayak 2.0 started
2026-04-19 03:28:55,438 | ERROR | asyncio | Task was destroyed but it is pending!
